original_price,discount_rate,user_offer,round_number,category_encoded,gap_pct,threshold_gap_pct,user_offer_pct,round_progress,is_regular,total_orders,tenure_days,loyalty_factor,negotiation_momentum,aggression_score,price_anchor_ratio,deal_prob_estimate,market_encoded,abs_gap_norm,prev_user_offer_pct,ai_counter_offer
900,0.07498535839940856,480,4,4,0.4667,-0.3889,0.5346,0.6667,0,0,1,0.0,0.0,1.0,0.5333,0.0,2,0.2211,0.5323,830
2530,0.12132339111158037,1910,4,1,0.2451,-0.1225,0.7545,0.6667,0,2,18,0.0,0.0791,1.0,0.7549,0.0,0,0.0419,0.6774,2220
3020,0.1930616969088625,2740,5,3,0.0927,0.0993,0.9061,0.8333,1,29,982,0.06,0.0298,0.0,0.9073,0.6435,1,0.0286,0.8765,2440
4670,0.10781959945660964,2420,2,5,0.4818,-0.3747,0.518,0.3333,0,2,25,0.0,0.0171,1.0,0.5182,0.0,1,0.4639,0.5,4170
2540,0.24415015333460688,2400,5,2,0.0551,0.189,0.945,0.8333,1,24,565,0.0466,0.0512,0.0,0.9449,0.9594,1,0.0071,0.8923,1920
19880,0.2574124059309781,13440,3,2,0.3239,-0.0664,0.6762,0.5,0,4,23,0.0,0.0568,1.0,0.6761,0.0,1,0.3269,0.6191,14760
940,0.06996893473956603,720,3,4,0.234,-0.1596,0.7634,0.5,0,0,12,0.0,0.0106,1.0,0.766,0.0,1,0.1158,0.7591,870
5750,0.39297886085461575,3090,3,3,0.4626,-0.0696,0.5378,0.5,1,14,84,0.0174,0.0122,1.0,0.5374,0.0,1,0.2714,0.5254,3640
3680,0.45550370258863704,3150,3,1,0.144,0.3125,0.856,0.5,1,11,964,0.0496,0.0408,0.0,0.856,0.7872,1,0.0358,0.8148,2000
12480,0.16674794506933643,11790,6,0,0.0553,0.1114,0.9446,1.0,1,44,122,0.0489,0.0112,0.0,0.9447,0.7788,2,0.0087,0.9338,10400
36570,0.0583872330491426,28840,5,0,0.2114,-0.1529,0.7886,0.8333,0,3,0,0.0,0.0175,1.0,0.7886,0.0,1,0.0972,0.7712,34430
9700,0.3122855384893326,8950,5,2,0.0773,0.2351,0.9225,0.8333,0,0,6,0.0,0.0701,0.0,0.9227,0.9167,0,0.0381,0.853,6670
3910,0.2584263644416446,2680,6,1,0.3146,-0.0563,0.6843,1.0,0,0,22,0.0,0.0128,1.0,0.6854,0.0,1,0.0831,0.6728,2900
8130,0.2761478315886859,5430,6,1,0.3321,-0.0554,0.6678,1.0,0,0,0,0.0,0.0492,1.0,0.6679,0.0,1,0.1824,0.6184,5880
19260,0.3869296590509512,17710,3,2,0.0805,0.3063,0.9193,0.5,1,55,896,0.06,0.0208,0.0,0.9195,0.795,0,0.0787,0.8988,11810
1070,0.42683975444673544,810,2,1,0.243,0.1869,0.7572,0.3333,0,2,28,0.0,0.0187,0.1304,0.757,0.6667,1,0.0176,0.7377,640
1960,0.38878581406112284,1530,1,5,0.2194,0.1684,0.7804,0.1667,0,4,28,0.0,0.0,0.1316,0.7806,0.5833,0,0.0887,0.7804,1200
1110,0.10081897299621258,560,6,4,0.4955,-0.3964,0.5053,1.0,0,3,10,0.0,0.0,1.0,0.5045,0.0,1,0.2895,0.5,1000
1160,0.16638254620565518,1020,5,4,0.1207,0.0431,0.878,0.8333,1,50,683,0.06,0.0603,0.4737,0.8793,0.2792,2,0.0737,0.8195,970
3970,0.43445886261221484,2750,5,2,0.3073,0.1259,0.6915,0.8333,1,9,817,0.0417,0.0378,0.4186,0.6927,0.8017,0,0.0619,0.6558,2250
1140,0.33710913463243986,920,1,3,0.193,0.1404,0.8027,0.1667,1,9,1103,0.0531,0.0,0.1579,0.807,0.5748,0,0.0224,0.8027,760
370,0.2610428109507216,310,2,3,0.1622,0.1081,0.8309,0.3333,0,3,27,0.0,0.0541,0.2,0.8378,0.4805,1,0.0061,0.7969,270
720,0.10230550379873415,580,3,4,0.1944,-0.0972,0.8021,0.5,0,0,15,0.0,0.0556,1.0,0.8056,0.0,1,0.0737,0.7567,650
1510,0.07471814423311256,1420,3,3,0.0596,0.0132,0.9379,0.5,0,1,13,0.0,0.0331,0.6364,0.9404,0.0662,2,0.0092,0.9055,1400
4470,0.2633107068551261,2320,5,3,0.481,-0.217,0.5182,0.8333,0,3,28,0.0,0.0179,1.0,0.519,0.0,1,0.2194,0.5,3290
13800,0.38367675262155493,8540,5,1,0.3812,0.0022,0.619,0.8333,1,30,242,0.0397,0.0036,0.9887,0.6188,0.0138,2,0.3554,0.6152,8510
13100,0.49502583421165597,10270,6,1,0.216,0.2786,0.7837,1.0,0,0,15,0.0,0.0031,0.0,0.784,1.0,0,0.1912,0.7808,6620
1910,0.2448396840878081,1820,1,3,0.0471,0.199,0.9544,0.1667,0,0,14,0.0,0.0,0.0,0.9529,0.5833,1,0.0092,0.9544,1440
2740,0.31313303538349757,2160,2,5,0.2117,0.1022,0.7879,0.3333,0,3,29,0.0,0.0401,0.3488,0.7883,0.4542,1,0.1196,0.7498,1880
16080,0.27307209702433893,12800,5,0,0.204,0.069,0.7963,0.8333,1,22,1189,0.06,0.0485,0.4943,0.796,0.4472,1,0.0413,0.7476,11690
1020,0.24034388739514762,950,1,3,0.0686,0.1765,0.9304,0.1667,0,4,6,0.0,0.0,0.0,0.9314,0.5833,1,0.0071,0.9304,770
840,0.11667889631256817,680,3,4,0.1905,-0.0714,0.8121,0.5,1,20,871,0.0548,0.0595,1.0,0.8095,0.0,1,0.0842,0.7559,740
1090,0.18693450248365917,1000,5,4,0.0826,0.1009,0.9219,0.8333,0,2,6,0.0,0.0275,0.0,0.9174,0.6167,1,0.0474,0.8918,890
60540,0.08228586915081333,47710,5,0,0.2119,-0.1297,0.788,0.8333,1,36,116,0.0406,0.0798,1.0,0.7881,0.0,2,0.1614,0.7083,55560
14040,0.30981802155174964,10720,6,2,0.2365,0.0734,0.7633,1.0,0,4,0,0.0,0.0655,0.5264,0.7635,0.4891,2,0.1685,0.6979,9690
1020,0.2588044824503216,880,1,3,0.1373,0.1176,0.8611,0.1667,0,4,14,0.0,0.0,0.0769,0.8627,0.4575,1,0.0143,0.8611,760
29880,0.096284862130901,20920,5,0,0.2999,-0.2035,0.7001,0.8333,1,19,1084,0.06,0.0576,1.0,0.7001,0.0,2,0.1127,0.6426,27000
260,0.13534610899172828,230,5,4,0.1154,0.0385,0.8844,0.8333,1,44,462,0.06,0.0385,0.5,0.8846,0.2491,1,0.0158,0.8301,220
2300,0.2506309459482298,2160,1,3,0.0609,0.1913,0.9411,0.1667,1,50,1191,0.06,0.0,0.0,0.9391,0.6183,1,0.0143,0.9411,1720
13740,0.3922712519729995,10190,1,2,0.2584,0.1339,0.7413,0.1667,0,2,20,0.0,0.0,0.3173,0.7416,0.5208,1,0.1802,0.7413,9670
13990,0.3025330293363328,12510,5,2,0.1058,0.1966,0.8942,0.8333,1,44,718,0.06,0.03,0.0,0.8942,0.9717,2,0.0751,0.8642,9760
34810,0.21494429637707374,30500,4,0,0.1238,0.0911,0.8763,0.6667,0,1,7,0.0,0.0032,0.1524,0.8762,0.5059,1,0.0542,0.873,27330
11350,0.24485058573910717,10070,1,2,0.1128,0.1322,0.8874,0.1667,0,3,26,0.0,0.0,0.0,0.8872,0.514,2,0.065,0.8874,8610
2500,0.5071843193618805,1910,3,1,0.236,0.272,0.7659,0.5,1,33,93,0.0367,0.008,0.0,0.764,0.7775,1,0.0399,0.7545,1230
890,0.19461015189423492,810,1,4,0.0899,0.1011,0.9046,0.1667,1,11,164,0.0176,0.0,0.0,0.9101,0.4002,1,0.0421,0.9046,720
4340,0.2586384329586499,3290,2,2,0.2419,0.0161,0.7585,0.3333,0,1,2,0.0,0.0737,0.875,0.7581,0.0717,0,0.0533,0.6834,3220
14470,0.24023363874268777,9740,4,1,0.3269,-0.0864,0.6728,0.6667,1,47,56,0.0492,0.0657,1.0,0.6731,0.0,1,0.3196,0.6076,10990
42670,0.10525198536557993,29850,3,0,0.3004,-0.1952,0.6996,0.5,0,3,8,0.0,0.0366,1.0,0.6996,0.0,1,0.1613,0.6629,38180
8230,0.24756813467860905,6230,2,2,0.243,0.0049,0.7565,0.3333,1,43,926,0.06,0.0182,0.9608,0.757,0.0229,1,0.1015,0.7384,6190
19420,0.22933734095177688,12700,1,0,0.346,-0.1169,0.6539,0.1667,0,4,6,0.0,0.0,1.0,0.654,0.0,1,0.0845,0.6539,17180
5950,0.33832559508525206,5680,3,2,0.0454,0.2924,0.9543,0.5,0,4,23,0.0,0.0269,0.0,0.9546,0.75,1,0.0137,0.9275,3940
74020,0.18937971196078118,55820,3,0,0.2459,-0.0565,0.7542,0.5,1,57,1120,0.06,0.0085,1.0,0.7541,0.0,1,0.2289,0.7456,60000
2460,0.29075213331982014,2050,6,2,0.1667,0.126,0.8333,1.0,1,34,676,0.06,0.0488,0.1389,0.8333,0.8905,2,0.0208,0.7851,1740
9670,0.0774395523061054,6040,1,1,0.3754,-0.2978,0.6242,0.1667,1,49,638,0.06,0.0,1.0,0.6246,0.0,1,0.2453,0.6242,8920
5240,0.29173904230055747,4630,1,1,0.1164,0.1756,0.8827,0.1667,1,48,484,0.06,0.0,0.0,0.8836,0.6183,1,0.0412,0.8827,3710
7950,0.3171287221337177,5650,1,1,0.2893,0.0277,0.7102,0.1667,0,2,14,0.0,0.0,0.8254,0.7107,0.1076,1,0.1554,0.7102,5590
690,0.43036893079626665,590,6,1,0.1449,0.2899,0.8499,1.0,1,42,362,0.0565,0.0435,0.0,0.8551,1.0,0,0.0068,0.8185,390
300,0.061301017920084716,250,1,4,0.1667,-0.1,0.8451,0.1667,0,4,14,0.0,0.0,1.0,0.8333,0.0,1,0.0263,0.8451,280
5930,0.22464414368202817,4180,4,2,0.2951,-0.0708,0.7046,0.6667,1,49,1084,0.06,0.0219,1.0,0.7049,0.0,1,0.0888,0.6836,4600
1990,0.47213735849154775,1690,4,5,0.1508,0.3216,0.8499,0.6667,0,1,12,0.0,0.0302,0.0,0.8492,0.8333,1,0.0619,0.8183,1050
4030,0.07322255889786664,3760,3,3,0.067,0.0074,0.9331,0.5,0,0,7,0.0,0.0323,0.8,0.933,0.0372,1,0.0276,0.9004,3730
640,0.3693645525716084,520,3,2,0.1875,0.1875,0.8176,0.5,0,4,0,0.0,0.0312,0.0,0.8125,0.75,1,0.0061,0.78,400
4610,0.12418861723697544,3140,5,5,0.3189,-0.1952,0.6813,0.8333,0,3,22,0.0,0.0239,1.0,0.6811,0.0,0,0.3031,0.6577,4040
1170,0.07059095872381031,1040,5,4,0.1111,-0.0427,0.8914,0.8333,0,4,21,0.0,0.0598,1.0,0.8889,0.0,2,0.0684,0.8275,1090
48690,0.19629765422086037,42490,6,0,0.1273,0.069,0.8726,1.0,1,35,330,0.0482,0.0518,0.2971,0.8727,0.4822,2,0.078,0.8209,39130
69970,0.20848589341007312,49610,2,0,0.291,-0.0825,0.709,0.3333,1,11,620,0.0358,0.0547,1.0,0.709,0.0,0,0.2561,0.6542,55380
160,0.1992666638714562,130,2,4,0.1875,0.0,0.7816,0.3333,0,0,2,0.0,0.0625,1.0,0.8125,0.0,1,0.0158,0.7203,130
1320,0.3776907455561228,880,6,5,0.3333,0.0455,0.6643,1.0,1,11,311,0.0234,0.053,0.76,0.6667,0.3101,1,0.0907,0.615,820
13230,0.44809161729689695,11460,5,1,0.1338,0.3144,0.8664,0.8333,1,32,114,0.0366,0.0348,0.0,0.8662,0.9502,2,0.1196,0.8311,7300
4880,0.15372513853917663,4560,2,0,0.0656,0.0881,0.934,0.3333,1,55,1057,0.06,0.0082,0.0,0.9344,0.4151,1,0.004,0.9257,4130
4910,0.20459617354245407,3560,2,2,0.2749,-0.0713,0.7253,0.3333,1,21,649,0.047,0.0672,1.0,0.7251,0.0,1,0.0685,0.6585,3910
490,0.45218060764998885,480,6,5,0.0204,0.4286,0.9738,1.0,0,3,5,0.0,0.0408,0.0,0.9796,1.0,1,0.0021,0.933,270
1850,0.18805646352449812,1520,5,5,0.1784,0.0108,0.822,0.8333,0,0,10,0.0,0.0054,0.8857,0.8216,0.0661,1,0.068,0.8144,1500
580,0.2501236516122646,540,1,5,0.069,0.1897,0.9368,0.1667,1,56,609,0.06,0.0,0.0,0.931,0.6183,1,0.0082,0.9368,430
18330,0.13241874159121228,9430,1,2,0.4855,-0.353,0.5145,0.1667,0,0,3,0.0,0.0,1.0,0.5145,0.0,0,0.4518,0.5145,15900
510,0.3847519609739684,410,5,5,0.1961,0.1961,0.7965,0.8333,1,26,152,0.0321,0.0196,0.0,0.8039,0.9461,2,0.0206,0.7795,310
10340,0.30987067814723884,9410,5,1,0.0899,0.2195,0.9103,0.8333,0,3,6,0.0,0.0745,0.0,0.9101,0.9167,0,0.0628,0.8354,7140
1210,0.44959948812787853,610,4,1,0.4959,-0.0496,0.5012,0.6667,0,0,19,0.0,0.0083,1.0,0.5041,0.0,2,0.0405,0.5,730
8880,0.2580775661152443,8030,4,1,0.0957,0.1622,0.9047,0.6667,0,0,27,0.0,0.0484,0.0,0.9043,0.8333,2,0.0574,0.8555,6590
6590,0.14994399118793791,6230,3,3,0.0546,0.0956,0.9447,0.5,0,4,3,0.0,0.0516,0.0,0.9454,0.478,1,0.0367,0.8932,5600
5100,0.28763746252525335,4580,5,3,0.102,0.1863,0.8972,0.8333,0,4,22,0.0,0.0392,0.0,0.898,0.9167,1,0.0531,0.8595,3630
570,0.09648899991388238,510,4,3,0.1053,-0.0175,0.8872,0.6667,0,1,29,0.0,0.0877,1.0,0.8947,0.0,2,0.0061,0.8157,520
700,0.15362665702800415,560,6,4,0.2,-0.0429,0.7974,1.0,1,32,974,0.06,0.0286,1.0,0.8,0.0,0,0.0737,0.7661,590
5110,0.3439779347257825,4370,4,3,0.1448,0.1996,0.8555,0.6667,1,24,377,0.0391,0.0294,0.0,0.8552,0.8659,1,0.0755,0.8251,3350
300,0.3949846822334217,270,1,3,0.1,0.3,0.9084,0.1667,1,27,258,0.0373,0.0,0.0,0.9,0.6051,0,0.0031,0.9084,180
34790,0.06839183488424579,26710,5,0,0.2323,-0.1638,0.7678,0.8333,1,36,724,0.06,0.0405,1.0,0.7677,0.0,0,0.1016,0.7273,32410
920,0.4445465296165116,710,1,5,0.2283,0.2174,0.7684,0.1667,0,2,19,0.0,0.0,0.0244,0.7717,0.5833,1,0.0433,0.7684,560
670,0.21952232307848546,360,2,5,0.4627,-0.2388,0.5395,0.3333,1,29,824,0.06,0.0299,1.0,0.5373,0.0,0,0.0639,0.5042,520
8190,0.11978541136958583,7660,4,1,0.0647,0.0549,0.9349,0.6667,1,57,386,0.06,0.0269,0.0816,0.9353,0.3236,1,0.0358,0.9087,7210
3610,0.11111509904343012,2970,4,5,0.1773,-0.0665,0.8239,0.6667,1,42,1056,0.06,0.0526,1.0,0.8227,0.0,0,0.132,0.7688,3210
2480,0.2267211158414616,1990,2,5,0.1976,0.0282,0.8041,0.3333,0,4,2,0.0,0.0484,0.75,0.8024,0.1254,2,0.101,0.7524,1920
1150,0.12351620251803777,730,4,4,0.3652,-0.2435,0.6363,0.6667,1,18,1017,0.0587,0.0087,1.0,0.6348,0.0,0,0.2211,0.6273,1010
1650,0.18058860572214303,960,6,4,0.4182,-0.2364,0.5801,1.0,0,4,0,0.0,0.0364,1.0,0.5818,0.0,1,0.3632,0.5482,1350
110,0.1034832331344015,90,3,4,0.1818,-0.0909,0.8577,0.5,0,2,7,0.0,0.0,1.0,0.8182,0.0,2,0.0105,0.8535,100
6130,0.2860538370845506,4900,1,3,0.2007,0.0848,0.7988,0.1667,1,54,978,0.06,0.0,0.4057,0.7993,0.3497,1,0.1255,0.7988,4380
15830,0.14839749871234348,9450,4,0,0.403,-0.2546,0.5972,0.6667,0,4,24,0.0,0.0019,1.0,0.597,0.0,1,0.0803,0.5953,13480
19860,0.11791442901680407,18370,4,2,0.075,0.0428,0.9249,0.6667,0,4,17,0.0,0.0514,0.2735,0.925,0.2378,2,0.0756,0.8736,17520
7540,0.09137938071913583,7090,5,1,0.0597,0.0318,0.9406,0.8333,1,14,204,0.0222,0.0743,0.3043,0.9403,0.1988,1,0.0304,0.8663,6850
330,0.17249971924110652,280,2,4,0.1515,0.0303,0.8613,0.3333,1,32,855,0.06,0.0,0.6667,0.8485,0.1428,1,0.0263,0.8605,270
5940,0.4726260191460327,3140,1,1,0.4714,0.0017,0.528,0.1667,0,1,19,0.0,0.0,0.9929,0.5286,0.0065,1,0.1892,0.528,4150
4370,0.20478029109521223,3370,5,3,0.2288,-0.0252,0.7703,0.8333,1,29,200,0.037,0.0229,1.0,0.7712,0.0,2,0.102,0.7492,3480
4260,0.3308932848747713,3500,6,2,0.1784,0.1526,0.8206,1.0,0,2,20,0.0,0.0376,0.078,0.8216,1.0,0,0.0386,0.7836,2850
2580,0.35000883108830577,2150,2,2,0.1667,0.1822,0.8326,0.3333,1,52,1037,0.06,0.0465,0.0,0.8333,0.7067,0,0.0218,0.7853,1680
100,0.07972402199468537,90,1,4,0.1,0.0,0.8857,0.1667,0,0,1,0.0,0.0,1.0,0.9,0.0,1,0.0053,0.8857,90
1190,0.370594680377933,1040,5,3,0.1261,0.2437,0.8748,0.8333,1,54,1152,0.06,0.0168,0.0,0.8739,0.9717,1,0.0153,0.8595,750
55280,0.2963557494917471,45710,2,0,0.1731,0.1232,0.8268,0.3333,0,4,25,0.0,0.0099,0.1685,0.8269,0.5475,1,0.1204,0.8169,45060
18720,0.3882254800009109,9460,5,2,0.4947,-0.1063,0.5054,0.8333,0,3,15,0.0,0.0053,1.0,0.5053,0.0,1,0.4701,0.5,11450
13570,0.5055687399955622,11100,4,1,0.182,0.3235,0.8181,0.6667,0,1,14,0.0,0.0619,0.0,0.818,0.8333,1,0.1669,0.7562,6710
2700,0.09377813641699538,1370,6,5,0.4926,-0.4,0.5092,1.0,0,4,12,0.0,0.0074,1.0,0.5074,0.0,1,0.2742,0.5,2450
3280,0.4034654294398463,1670,1,1,0.4909,-0.0884,0.5077,0.1667,0,4,26,0.0,0.0,1.0,0.5091,0.0,2,0.1088,0.5077,2460
670,0.0940215340757942,390,5,4,0.4179,-0.3284,0.5869,0.8333,0,0,10,0.0,0.0,1.0,0.5821,0.0,1,0.1474,0.5843,610
44520,0.1461876352011381,35970,6,0,0.192,-0.0458,0.8079,1.0,1,46,320,0.0588,0.0339,1.0,0.808,0.0,1,0.1075,0.774,38010
3990,0.0639025879676742,2160,4,5,0.4586,-0.396,0.5425,0.6667,1,53,633,0.06,0.0401,1.0,0.5414,0.0,1,0.3773,0.5,3740
3330,0.050541958103508484,2610,1,3,0.2162,-0.1652,0.7843,0.1667,0,2,28,0.0,0.0,1.0,0.7838,0.0,2,0.0735,0.7843,3160
5460,0.1771885495292922,4970,1,1,0.0897,0.0879,0.9108,0.1667,0,3,0,0.0,0.0,0.0103,0.9103,0.3419,1,0.0331,0.9108,4490
17270,0.11448346069192335,9290,6,2,0.4621,-0.3474,0.538,1.0,0,2,17,0.0,0.0376,1.0,0.5379,0.0,2,0.4051,0.5,15290
1460,0.10251842242287759,1410,2,4,0.0342,0.0685,0.965,0.3333,1,19,876,0.054,0.0548,0.0,0.9658,0.3209,1,0.0263,0.9107,1310
20870,0.08835991850711529,16200,1,0,0.2238,-0.1356,0.7765,0.1667,0,4,8,0.0,0.0,1.0,0.7762,0.0,1,0.0587,0.7765,19030
4980,0.15845009540597693,3600,4,0,0.2771,-0.1185,0.7222,0.6667,0,3,3,0.0,0.0141,1.0,0.7229,0.0,1,0.0174,0.7082,4190
7630,0.2603975995205591,5050,6,3,0.3381,-0.0773,0.6613,1.0,1,12,475,0.031,0.0786,1.0,0.6619,0.0,0,0.2633,0.5837,5640
37640,0.2890481791740304,25970,4,0,0.31,-0.021,0.6899,0.6667,0,0,3,0.0,0.0186,1.0,0.69,0.0,2,0.1468,0.6713,31190
2650,0.3937982429908578,2240,6,5,0.1547,0.2377,0.8471,1.0,0,3,19,0.0,0.0151,0.0,0.8453,1.0,2,0.0845,0.8307,1610
4510,0.06731059975945582,4080,3,2,0.0953,-0.0288,0.9041,0.5,0,4,3,0.0,0.0466,1.0,0.9047,0.0,1,0.0218,0.8583,4210
8030,0.30805105542471906,7540,3,3,0.061,0.2466,0.9386,0.5,1,58,830,0.06,0.066,0.0,0.939,0.795,1,0.05,0.8733,5560
4200,0.17132570950243586,2620,4,5,0.3762,-0.2048,0.6241,0.6667,1,34,50,0.036,0.019,1.0,0.6238,0.0,1,0.3258,0.605,3480
1830,0.32403508580373264,960,6,5,0.4754,-0.153,0.5267,1.0,1,9,607,0.0333,0.0219,1.0,0.5246,0.0,1,0.1794,0.5,1240
1830,0.1822873881313934,1790,2,4,0.0219,0.1585,0.9757,0.3333,1,40,462,0.0585,0.0546,0.0,0.9781,0.7057,1,0.0211,0.922,1500
1720,0.06686923365634906,1400,1,4,0.186,-0.1163,0.8127,0.1667,1,57,1174,0.06,0.0,1.0,0.814,0.0,1,0.1684,0.8127,1600
11400,0.40270457472181975,10270,3,2,0.0991,0.3035,0.9012,0.5,1,30,679,0.0572,0.0456,0.0,0.9009,0.7929,2,0.0574,0.8553,6810
4220,0.1490414648101238,3680,3,2,0.128,0.0213,0.8717,0.5,0,4,13,0.0,0.0498,0.7143,0.872,0.1066,1,0.0274,0.8225,3590
9380,0.38017295499926956,7400,6,3,0.2111,0.1695,0.789,1.0,0,2,24,0.0,0.0171,0.1092,0.7889,1.0,1,0.202,0.7715,5810
72270,0.2795132492541198,51340,2,0,0.2896,-0.0101,0.7104,0.3333,0,0,23,0.0,0.0221,1.0,0.7104,0.0,2,0.2633,0.6882,64580
2020,0.3229566429699122,1550,5,3,0.2327,0.0891,0.7696,0.8333,1,16,542,0.0377,0.0545,0.4462,0.7673,0.5651,1,0.048,0.7122,1370
13200,0.44700110266985327,11860,4,1,0.1015,0.3455,0.8987,0.6667,0,0,15,0.0,0.0598,0.0,0.8985,0.8333,0,0.0905,0.8385,7300
2240,0.26782056736843785,1580,4,3,0.2946,-0.0268,0.7051,0.6667,1,14,480,0.0332,0.0045,1.0,0.7054,0.0,0,0.0673,0.7028,1640
3660,0.4089288462553828,2690,1,2,0.265,0.1448,0.7357,0.1667,1,49,804,0.06,0.0,0.2933,0.735,0.5969,2,0.0492,0.7357,2430
700,0.11903518791077757,590,1,4,0.1571,-0.0429,0.8409,0.1667,0,4,22,0.0,0.0,1.0,0.8429,0.0,1,0.0579,0.8409,620
1520,0.2942328239358376,1000,5,5,0.3421,-0.0461,0.6608,0.8333,1,28,269,0.0388,0.0724,1.0,0.6579,0.0,2,0.1072,0.5831,1070
13590,0.18585193543284062,9900,4,1,0.2715,-0.0854,0.7286,0.6667,0,1,4,0.0,0.0353,1.0,0.7285,0.0,1,0.2493,0.693,11060
940,0.17619431229848315,760,1,4,0.1915,-0.0106,0.8056,0.1667,0,2,28,0.0,0.0,1.0,0.8085,0.0,0,0.0947,0.8056,770
71100,0.2748955007371789,57500,2,0,0.1913,0.0837,0.8087,0.3333,0,3,21,0.0,0.0274,0.3913,0.8087,0.3719,2,0.1711,0.7813,61010
3250,0.06045839248837997,2340,1,5,0.28,-0.2185,0.7209,0.1667,0,4,18,0.0,0.0,1.0,0.72,0.0,1,0.1876,0.7209,3050
4190,0.4195503379973169,3490,1,1,0.1671,0.253,0.8321,0.1667,1,27,715,0.0556,0.0,0.0,0.8329,0.6158,1,0.0473,0.8321,2430
1580,0.08470881531074306,1530,3,4,0.0316,0.0506,0.9678,0.5,0,4,25,0.0,0.0506,0.0,0.9684,0.2532,2,0.0263,0.919,1450
1530,0.32074622075972614,990,6,2,0.3529,-0.0327,0.6474,1.0,0,3,29,0.0,0.0131,1.0,0.6471,0.0,0,0.0274,0.6342,1040
150,0.18781365182936288,120,5,4,0.2,0.0,0.8178,0.8333,1,15,985,0.0544,0.0,1.0,0.8,0.0,2,0.0158,0.7962,120
58590,0.0675934144784902,50100,4,0,0.1449,-0.0773,0.855,0.6667,1,27,186,0.0344,0.0744,1.0,0.8551,0.0,2,0.1068,0.7807,54630
2860,0.5101261408703561,2770,6,1,0.0315,0.479,0.9699,1.0,0,0,20,0.0,0.0035,0.0,0.9685,1.0,2,0.0061,0.9638,1400
43050,0.08869366500478544,30540,3,0,0.2906,-0.2019,0.7095,0.5,0,4,10,0.0,0.0551,1.0,0.7094,0.0,2,0.1574,0.6543,39230
30700,0.09905722020136977,22370,4,0,0.2713,-0.1723,0.7288,0.6667,1,51,153,0.0571,0.0684,1.0,0.7287,0.0,0,0.1048,0.6604,27660
620,0.15468231214637176,390,4,4,0.371,-0.2097,0.6303,0.6667,0,0,18,0.0,0.0484,1.0,0.629,0.0,0,0.1211,0.5827,520
810,0.37002997590602793,700,1,3,0.1358,0.2346,0.8666,0.1667,0,2,29,0.0,0.0,0.0,0.8642,0.5833,2,0.0112,0.8666,570
1310,0.4332476684999835,790,1,1,0.3969,0.0382,0.6038,0.1667,0,2,18,0.0,0.0,0.8246,0.6031,0.1484,0,0.0351,0.6038,830
1590,0.10856695571009678,1210,4,4,0.239,-0.1321,0.7581,0.6667,0,1,28,0.0,0.0252,1.0,0.761,0.0,0,0.2,0.7382,1420
29620,0.1469979466455289,26990,4,0,0.0888,0.0581,0.9111,0.6667,0,1,1,0.0,0.0317,0.2092,0.9112,0.3226,1,0.0331,0.8796,25270
1770,0.1495341729541389,1550,2,4,0.1243,0.0226,0.8783,0.3333,0,1,16,0.0,0.0678,0.6923,0.8757,0.1004,1,0.1158,0.81,1510
13230,0.07880762842743363,8340,5,2,0.3696,-0.291,0.6302,0.8333,0,3,23,0.0,0.0091,1.0,0.6304,0.0,1,0.2482,0.6213,12190
17300,0.4049021522571655,13800,4,2,0.2023,0.2023,0.7975,0.6667,1,14,403,0.0301,0.0358,0.0,0.7977,0.8584,1,0.1777,0.7621,10300
3400,0.07446586228638674,2660,1,2,0.2176,-0.1441,0.781,0.1667,1,39,995,0.06,0.0,1.0,0.7824,0.0,0,0.0376,0.781,3150
1260,0.15832902239924793,650,2,4,0.4841,-0.3254,0.5127,0.3333,0,1,12,0.0,0.0159,1.0,0.5159,0.0,0,0.3211,0.5,1060
2490,0.32446057840692777,1880,6,2,0.245,0.0803,0.7561,1.0,1,30,221,0.0388,0.0161,0.5062,0.755,0.5563,1,0.031,0.74,1680
5570,0.3223121629247942,3880,1,3,0.3034,0.0197,0.697,0.1667,0,2,2,0.0,0.0,0.8778,0.6966,0.0768,1,0.1724,0.697,4050
11080,0.05541095566245655,9820,2,2,0.1137,-0.0587,0.8867,0.3333,0,2,18,0.0,0.0514,1.0,0.8863,0.0,2,0.064,0.8353,10470
1760,0.07226157838905006,1700,6,5,0.0341,0.0398,0.967,1.0,1,23,883,0.0583,0.017,0.0,0.9659,0.2806,0,0.0124,0.9509,1630
7650,0.20353099935064295,4060,2,3,0.4693,-0.2654,0.5301,0.3333,1,53,893,0.06,0.0314,1.0,0.5307,0.0,0,0.3663,0.5,6090
66100,0.2442301193779819,46620,5,0,0.2947,-0.0505,0.7053,0.8333,0,4,16,0.0,0.0104,1.0,0.7053,0.0,0,0.245,0.6948,49960
4020,0.1667295086131368,3390,3,5,0.1567,0.01,0.8421,0.5,1,43,565,0.06,0.0323,0.8806,0.8433,0.0527,2,0.1299,0.8107,3350
1560,0.0727971975811217,1110,3,4,0.2885,-0.2179,0.712,0.5,0,3,11,0.0,0.0577,1.0,0.7115,0.0,1,0.2368,0.6562,1450
4500,0.13875905643953923,3990,3,3,0.1133,0.0244,0.8878,0.5,0,2,2,0.0,0.0111,0.6452,0.8867,0.1222,1,0.052,0.8756,3880
5150,0.2575926387605165,3900,4,3,0.2427,0.0155,0.757,0.6667,1,57,497,0.06,0.0621,0.8797,0.7573,0.0915,1,0.1276,0.6958,3820
